City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
689,San Fernando,PH,15.0286,120.6898,83.93,78,69,3.24,broken clouds
690,Datong,CN,40.0936,113.2914,63.86,54,100,8.99,overcast clouds
691,Kasama,ZM,-10.2129,31.1808,53.28,79,21,5.77,few clouds
692,Leshan,CN,29.5623,103.7639,68.23,98,100,2.15,overcast clouds
693,Porto Novo,BJ,6.4965,2.6036,76.82,92,100,5.06,light rain
694,Novorudnyy,RU,51.5026,58.1873,57.09,81,100,6.15,overcast clouds
695,Viana,BR,-20.3903,-40.4961,71.37,94,100,2.53,light rain
696,Bandarbeyla,SO,9.4942,50.8122,79.2,77,100,25.97,overcast clouds
697,Anori,BR,-3.7728,-61.6442,74.12,89,95,1.54,light rain
698,Trabzon,TR,40.9167,39.8333,68.09,94,75,4.61,thunderstorm with light rain
699,Hiriyur,IN,13.9456,76.6192,74.12,75,90,6.24,overcast clouds
700,Sabang,ID,5.8933,95.3214,82.89,71,100,16.67,overcast clouds
701,Victor Harbor,AU,-35.5667,138.6167,49.68,70,100,10.98,overcast clouds
702,Basco,PH,20.4487,121.9702,83.75,74,100,3.42,overcast clouds
703,Gayny,RU,60.3071,54.3241,40.64,94,100,10.29,moderate rain
704,Lensk,RU,60.7253,114.9278,52.0,70,9,5.35,clear sky
705,Monte Patria,CL,-30.6919,-70.9467,61.63,48,0,1.61,clear sky
706,Alihe,CN,50.5667,123.7167,66.09,48,97,3.36,overcast clouds
707,Shitanjing,CN,39.2342,106.3439,63.07,17,43,3.87,scattered clouds
708,Erzin,TR,36.9559,36.2,71.02,68,1,1.05,clear sky
709,Damghan,IR,36.1683,54.348,67.86,47,5,3.09,clear sky
710,Aksarayskiy,RU,46.7924,48.0119,71.17,40,0,8.63,clear sky
711,Hay River,CA,60.8156,-115.7999,58.98,94,100,4.61,moderate rain
712,Mao,ES,39.8885,4.2658,68.56,94,0,2.3,clear sky
713,Naica,MX,27.85,-105.4833,100.44,8,0,9.8,clear sky
714,Tabou,CI,4.423,-7.3528,76.1,88,100,6.51,light rain
715,Jiwani,PK,25.05,61.7417,82.89,84,95,11.99,overcast clouds
716,Middelburg,ZA,-25.7751,29.4648,46.89,58,0,2.08,clear sky
717,Kyabram,AU,-36.3167,145.05,47.88,69,100,13.22,overcast clouds
718,Veraval,IN,20.9,70.3667,82.78,78,74,9.86,broken clouds
719,Midyat,TR,37.4247,41.3393,77.67,27,10,5.88,clear sky
720,Sao Felipe,BR,-14.8167,-41.3833,72.18,39,9,4.65,clear sky
721,Morlaix,FR,48.5833,-4.0,57.25,94,20,3.44,fog
722,Hambantota,LK,6.1241,81.1185,80.04,80,100,16.08,overcast clouds
723,Antsohihy,MG,-14.8796,47.9875,71.94,59,1,10.27,clear sky
724,Luoyang,CN,34.6836,112.4536,72.81,79,100,5.23,overcast clouds
725,Karpogory,RU,64.0019,44.4451,40.55,78,1,2.15,clear sky
726,Qazvin,IR,36.2797,50.0049,65.82,48,0,4.61,clear sky
727,La Romana,DO,18.4273,-68.9728,84.56,74,40,4.61,light rain
728,Sungaipenuh,ID,-2.0833,101.3833,63.18,99,100,1.05,overcast clouds
729,Sozimskiy,RU,59.7418,52.2482,39.09,96,100,9.66,overcast clouds
730,Masallatah,LY,32.6167,14.0,67.28,81,0,9.19,clear sky
731,Port Harcourt,NG,4.7774,7.0134,73.53,92,84,4.25,broken clouds
